Route Name,Grade,Ascents
Hobbiți,6+ - 8 A0 5A,0
Excelsior,8/8+,0
Alternativa Întunecată,9- A2,0
Hornul Ibis,,0
Înger Căzut,8+ - 10 A1,0
Calipso,6A,0
Catrinel,6+ - 8- A1 6A,0
Garda de Fier,8 A1 7A,0
Grădina Botanică,5B,0
Diedrele din Fața Înaltă,8 5B,0
Muchia,3B,0
Fisura Stalactitei,4B,0
Colțul dintre Hornuri,4B,0
Muchia cu Iederă,4A,0
Muchia Cerbului,4A,0
Țancul de Jos,4A,0
Țancul de Sus,3B,0
Hornul Crestei,2B,0
Muchia Hornului Înverzit,2A,0
Streașina Crestei,4A,0
Creasta cu Tavan,4A,0
Țancul Marginal,2B,0
Creasta Vânătorilor,2A,0
Traversarea Peretelui,5B,0
Creasta Armata,7-,0
Traseul Dinamo,,0
Frontal,5+ 4A,0
Central,3A,0
Furcile,6+ 3B,0
Creasta Corvinului,3B,0
Creasta Puștilor,3A,0
Vâlcelul cu Fereastră,4 2A,0
Ziua Națională,M5,0
Creasta Părăsită,2B,0
Creasta Întreruptă,3A,0
Numărul 2,2A,0
Fisura Întreruptă,4A,0
Vâlcelul cu Serpentine,4 1B,0
Capra Neagră,3B,0
Începătorului,2B,0
Prieteniei,2B,0
Creasta Mijlocie,2A,0
Hornul Etapelor,2A,0
Mezinului,5A,0
Vostok II,3B,0
Corvinul,5A,0
Curajului,4A,0
Hornul Zăpezii,3A,0
Vâlcelul Alb,2A,0
Diedrelor,3A,0
Treptelor,4B,0
Fisura Ascunsă,4B,0
Creasta Însorită,3A,0
Creasta Ascuțită,4A,0
Țancul Singuratic,2B,0
Vâlcelul Sfinxului,2A,0
Vâlcelul Verde,2A,0
Creasta Schiorului,3A,0
Gemenele II,4B,0
Gemenele I,3B,0
Fisura Verde,3B,0
Diedrul Sfinxului,3A,0
Creasta Luceafărul,3A,0
Fetelor,,0
Custura Nord-Vestică,2A,0
Fața Nord-Vestică a Vârfului Judele II,3A,0
Muchia Porții Bucurei,2B,0
Tăul Agățat,2B,0
Faţa Vestică a Vârfului Judele,2A,0
Creasta Nord-Estică,2A,0
Creasta Nord-Estică Integrală,5- 2B,0
Fața Nord-Estică a Turnului Porții,2A,0
Too little - too late,FR:3b,0
Creasta Vestică,3A,0
Custura Judelui,3A,0
Umărul de Jos,2A,0
Piciorul Judelui Mare,4A,0
Custura cu Campanule din fața Sud-Estică a Judelui,2A,0
Muchia Vârfului Mic,2A,0
Traseul din Canionul Judele,2A,0
Roland Ghelner,3B,0
Creasta Pietrele,,0
Creasta Pionierul,2A,0
Creasta Fraților,2B,0
Creasta nr. 3,2A,0
Creasta Cocoșului,2A,0
Traseul Central,4B,0
Traseul Boeru,4A,0
Traseul Santinela,4A,0
Muchia Vântului,4A,0
Traseul Șoimilor,4A,0
Traseul Ciuperca,3A,0
Traseul Cascada Tamina,3B,0
Fisura Eretelui,3A,0
Traseul Spălat,2A,0
Hornul Grotei,3A,0
Peretele nordic al Porţilor Închise,5 2B,0
Fața Nordică,1B,0
Traseul Alveolelor,3A,0
Hornul Frumos,3B,0
Traseul Minerului,3A,0
Surplomba Centrală din Peretele Sud-Vestic,4A,0
Cleanțul Ascuțit,3B,0
Creasta Estică,3B,0
Traseul Verde,3A,0
Cascada Lazăru,,0
Traseul 6 August,4A,0
Traseul Surplombelor din Peretele Central,4A,0
Furcile din Peretele Cheilor Roșia,3B,0
Creasta Sudică,3B,0
Hornurile din Țancurile Roșia,3A,0
Scoica,9-,0
Anita,8,0
PGM,4+,0
Traseul Direct,3B,0
Traseul Vulturilor,3A,0
Muchia Sudică,2A,0
Creasta Mică,2A,0
Traseul 7 Noiembrie,3A,0
Micul hop,6+,0
Fisură,7-,0
Diedru,4,0
Traseu,8,0
Domnul Colonel,7,0
Soldat Universal,7-,0
Soldatul Zveig,7+,0
Traseu 2,4,0
Traseu 3,4+,0
Salusa,8,0
Caladan,8-,0
Arakis,8+/9-,0
Traseu,5,0
Traseu 2,3,0
Traseu 3,A1,0
Caligula,7+,0
★★★ Barza,7+/8-,0
★★★ Murus Incertum,8-,0
Legionarul,7+,0
Sangre y Arena,8-,0
Mithras,8+,0
Genius,8+/9-,0
Cri-Cri,6/6+,0
unknown,,0
unknown 2,7/7+,0
Buffala,7/7+,0
Alinele,7-,0
unknown,,0
Acces,4+/5-,0
unknown,7/7+,0
Fingers in Nose,9/9+,0
Minipoint,9+,0
Cascada Cetea,,0
Traversare,,0
Electric Avenue,,0
Crowling,,0
Proiect,,0
Eu și priza,,0
Eu și priza - plecare de jos,,0
Traseu,,0
Vo,7,0
Ga,7+,0
Amplitudine,7+,0
Calypso,8-,0
Formentara,9-,0
French curve,7+,0
Zappa just left the building,9,0
Zappamaniacul,8+,0
Hip,7,0
Hop,7+,0
Printre craci,8,0
Pro Design,8-,0
Prințesa,8+,0
Vital (transformation),8+,0
Pictures,8+,0
Ketch-up,8+/9-,0
Pandora,8+/9-,0
Șoarec Șod,8+/9-,0
Hai să fie,8+/9-,0
Play Boy,7+,0
Pălăria chinezului,8-,0
Psicho,7,0
Pongo,8-,0
Pie,7-,0
Adrian,7+,0
Didi,9-,0
Scorpion,9-,0
Gandalf,8+,0
Gimli,9-,0
Furby,8-,0
Gaudi,8-,0
5B,6-,0
Forda's Clapp,7+,0
Opera Vertical,8,0
Pas de pas,8,0
Sorin,8-,0
Haos,7+/8-,0
Amadeus,7,0
"Ham, Mau, Tit",8,0
Fosila,7+,0
U,8-,0
Mustang,8-,0
THWTD,8-,0
Condor,7+,0
Gomnușa,8-,0
Letargic,8+,0
Tibi,6+,0
So Wat,8,0
Pa-galul,8-,0
Cârcotașul,9-,0
Fantasia,9,0
Love,9,0
Bocioacă,8,0
Gigi Contra,9-,0
Pită unsă cu cuțâtu,7+,0
Tofy,8-,0
Niște bătrânoci,7+,0
Floarea soarelui,7+/8-,0
Neveste disperate,5+,0
Revenire,8,0
Last virgin,6,0
Virgin no more,7+,0
Sconcs,7-,0
Apocalips,6+/7-,0
Atitudine cuviincioasă,8-,0
Apocalipsa sconcșilor,7-,0
Tangerine -varianta directă,9-,0
Vincent,7+,0
Taur,8+,0
Minotaur,8+,0
Tăuraş drăgălaş,8,0
Taurus project,8+/9-,0
Bălţata,8-,0
Bruna,7+,0
07.07.2007,6-,0
Creasta,3,0
Golum,7,0
Leeloo,8-,0
Rock and chees,7+/8-,0
Cat food,7+,0
Poneiul,8+/9-,0
Bocănilă,8+/9-,0
Nu! Ba Da!,7-,0
Aproape simpatic,7,0
Rac şi Vărsător,6+,0
Perfect stonechild,8+/9-,0
Placa cu năcaz,6,0
Iarbă pentru toţi,5+,0
Mau,8-/8,0
Supertramp,7,0
Sorana,8,0
Salma,8-/8,0
Whait bastion,7+,0
Bubulina,5+,0
W. B. I,6,0
W. B. III,6+,0
Cristal,7+/8-,0
W. B. II,6,0
Sex Bomb,7+/8-,0
A C D C,5+/6-,0
Bulbucina,6-,0
Cuba,9-,0
Still Life,9-,0
Exposure,8-,0
Starwey to Heaven,9-,0
Islands,9-,0
Fisura oilor,5-,0
Bulbu,7+,0
Bullander,7+,0
Bulzoman,8+/9-,0
Bulbuceală,6+/7-,0
Zboară Bumbac!,7+,0
Pisicicile,8,0
Bull-Finch,7+/8-,0
Lòlek,8,0
Bòlek,8-,0
Variantă,,0
Deus et machina,9,0
Perito caliente,8,0
Hara kiri,7+,0
Seferino,7+,0
Eurotas,8+/9-,0
2x220,8,0
Gogoşarul,8-,0
Cilli,7+/8-,0
Capia,7+,0
Cichicianu,5+,0
Vandamu,7-,0
Proiect,,0
Traseu,7-,0
Traseu,,0
Diedrul,6-,0
Gabarit de înălţime,7-,0
Paranoia,8-,0
Compasul,7+,0
Interzis ofițerilor,9-,0
Scena goală,,0
Colțul scenei,8+/9-,0
Colțul tăcerii,7+,0
Prostul satului,A0,0
Teket up,5+,0
Surplomba câș,7+,0
Aditiv,8-,0
Banu şi Bostanu,8-,0
Marlboro Lemon Light,7+/8-,0
If You Want Blood,8+,0
Mamunia,8+,0
Animals,8,0
Dos decadas,7+/8-,0
Începătorilor,7-,0
Wall Art Militant,9-,0
XXII,7-,0
Eticheta,9,0
Crux,,0
Elfin boy,7+,0
Țobolea,6,0
Stângaciu,6-,0
Dreptaciu,5,0
Vulpoiul,6,0
MP3,7+,0
Hard,8,0
Soft,7,0
Giga,8,0
TV Tuner,7,0
Ola,8+,0
Torro,8,0
Ole,7-,0
Steak,7,0
Curry,7,0
Mein erster Weg fuer Papa,8+,0
Oregano,8-,0
Nu știu,9,0
Turnir,9,0
Tzaaa,9+/10-,0
Inginerie Orală,,0
Stereo,,0
Great Expectations - stg-left,,0
Great Expectations - dr- right,9+/10-,0
High hopes,9+/10-,0
Cyber Rider,9+/10-,0
Nu zi Hop,9+,0
Nu-ți băga nasu',9+/10-,0
Nu fenta pasul,9+/10-,0
Liniștea dinaintea furtunii,9+,0
Puterea pragului,9/9+,0
Praf și pulbere,9+,0
Mâna moartă,,0
Al Qaida,7+/8-,0
Mamma Mia,7+,0
Troia,8,0
Kazac,8-/8,0
Mujahedin,8-/8,0
Asterix,7-,0
Pinot Noire,8+,0
Spitfire,9+/10-,0
Brain Storming,9-,0
Zâna Măseluță,8+,0
Motanul Grigore,8-,0
Secera,7- 3B,0
Michelangelo,9,0
Save Yourself,8+,0
Black Dream,7-,0
Iacob,8-,0
Fată Mare,7,0
In Fly,7+,0
Enjoy the Silence,7,0
Woopy,6-,0
Hornul Mânăstirii,6+ A1 5A,0
Bavareza,7- 5B,0
Pârșul,8-,0
Capana,9+/10-,0
Cortu,8+,0
Cotețu,8-,0
Anca,7+ 5A,0
Iury,7,0
Crani,7,0
Goran,8-,0
Iambor,8,0
Old Boys,7,0
Clauza Americană,7-,0
Diana,8,0
Aeroplano,9-,0
Grimper,6+/7-,0
Visătorul,8-,0
Godzila,8/8+,0
Rope Leader,9-,0
Coate - spate - băi nepoate,5,0
Hornul Canionului,3B,0
Fisura Veselă,7+,0
Zi cu Soare,6+,0
Traseu,5,0
Cosmos,8-/8 A1+,0
Cuib de Șoimi,8- 6A,0
Traseu 2,9- A1+ 5B,0
Păcălici,7-,0
Vâlcel,3+,0
Traseu,5,0
Roberto,7- A0 5B,0
Traseu 2,7+ A1 5B,0
Phedra,7+/8-,0
Thor,7+,0
Diedrul Prieteniei,6+ A0 5B,0
Traseu 3,7 A1 5A,0
Diedrul Iuga,5+,0
Hot,7-,0
Haita,7+,0
Beleaua,8-,0
Terapia,8-,0
Amnezia,,0
Face Off,,0
Hiena,,0
Crash,9,0
Țiganu',,0
XYZ,6+,0
Swimming,10-,0
Dama de Pică,,0
IQ,8-,0
Dirty,,0
unknown,,0
Little Star,9,0
Istericale,,0
Final Game,7+,0
Sângerare,8+,0
Romi,8,0
Mireasa Moartă,7-,0
Hora,7,0
Mona Lisa,7+,0
Scarabeu,8-,0
Beauty Eyes,9,0
Wizzard,9,0
Kissing in My Ass,8,0
Râsul,7-,0
Pisuka,8-,0
Drum spre Paradis,7-,0
Over the Top,7+,0
Burețaru',7+,0
Linda,9-,0
Psiho,7,0
Asterix,9-,0
Adrenalize,9,0
Hole,9,0
Demolator,8-,0
Polaris,6,0
Bingo,6+,0
Ghost,7+,0
Violeta,8+,0
Black Hungry,8-,0
Red Label,7,0
Hunter,9-,0
Sharm,7+/8-,0
Furnicuța,,0
Sweet Heart,8,0
Renegate,9,0
Good Luck,6+,0
Lobotomy,8-,0
Error,6+ 4A,0
Dellirum,8-,0
Scara,,0
Next Time,7+,0
Traseul Copiilor,4,0
My Lady,6+,0
Maimuka,6+,0
Veronica,4,0
Șoricelul Aurică,4,0
Aurora,6-,0
Motanul Dănilă,4,0
Schizo,8,0
Foca,6,0
Moka,5+,0
Cobra,6-,0
Stiglitz,7+,0
X-Man,7,0
Top Secret,9,0
Extaz,,0
Terminus - V1,,0
Terminus - V2,9,0
Mângâiere,8-,0
Tavanul Mare,8,0
unknown,4+,0
Peștera cu Nisip,5+,0
Peștera cu Var,,0
Panda,6-,0
Seven,7,0
Next level.,5+,0
Alve,,0
Jagermeister,,0
Lucky,,0
Traseul 1,5,0
Traseul 2,5+,0
Traseul 3,6,0
Traseul 4,6+,0
Traseul 5,7,0
Merlot,8-/8,0
Amor Da Mamis,7,0
LyLy 76,7,0
Dansul Dragonului,6+,0
Tirirică,8+/9-,0
Păcănele,7+/8-,0
Urcă Băăă!,6+,0
Poză cu Maimuța,7-,0
True North,8-/8,0
Canada Eh?,6/6+,0
Floare La Ureche,6+,0
Ce să fac,8-/8,0
Treaba ta,9/9+,0
Cracky,8+/9-,0
Hang Loose,7+/8-,0
Fără Limite,7/7+,0
Umbrella,7+/8-,0
Rain Drops,9-,0
Momârlanul,8-/8,0
"Where there’s a Will, there’s a Way",7-,0
Veranda Boschetarului,,0
Jagged,7/7+,0
Muchia Mare,,0
Pazvanti Chioru,,0
Tare ca papanașii,8,0
Pump House,9-,0
Deja pumpat,9/9+,0
Gașca Leneșă,7-,0
Țuică Hangover,9+,0
Buzanare Goale,10-,0
Asseyez-Vous,7,0
"Nowhere, Now Here",,0
Pelé,6+,0
Două Fete,7,0
A Doua Fată,9/9+,0
Silva Neagră,9-,0
Danger,7/7+,0
Cașcaval Afumat,,0
Mickey Mouse,5,0
Minnie Mouse,5,0
Neghi Style,,0
Autostrada,,0
Conglomerat,5,0
Digital FM,,0
Cel Amar,,0
Cuibul șopârlei,6+,0
Teodora,7+/8-,0
Taina,7+/8-,0
Bolta,8+,0
Super Bolta,8+,0
Armonia,7+,0
Firfirica,7+,0
Zburătorul,5+,0
Hornul Verde,4+,0
Frodo,6+,0
Fisura Bilbo,6+,0
Lolek,7-,0
Bolek,7-,0
Creasta Ștevia Lolaia,3,0
Creasta Ascuțită,4A,0
Dinţi de Lapte,6 A1,0
Creasta Vestică,5,0
Umărul Vestic,2,0
Romb,6+,0
Hornul Șaua Prelucele,5,0
Contrasens,,0
Desculț,{FR} 5B,0
unknown,,0
Albinuța,{FR} 5A,0
52 Grade,{FR} 5C,0
Muchia frumoasă,{FR} 6A+,0
De necrezut Jump,{FR} 6C,0
De necrezut,{FR} 7A+,0
De necrezut - SD,{FR} 7B+,0
Hard Grit,{FR} 7A,0
Harder Grit,{FR} 7A+,0
Volumul la maxim,{FR} 7A+,0
Racheta,{FR} 5C,0
Biceps Skills,{FR} 7A,0
Exit stage left,{FR} 6C+,0
Just exit right,{FR} 6C+,0
Fulga,{FR} 4+,0
Stud,{FR} 4+,0
Johnnie Walker,{FR} 2,0
Mandarina,{FR} 6B,0
Mandarinul,{FR} 6C,0
Fluens,{FR} 5C,0
Cu ochii închiși,{FR} 6A,0
Ai sau nai triceps,{FR} 6A+,0
Ai sau nai triceps - SD,,0
Miriapod,{FR} 6B+,0
Deluxe,{FR} 6A+,0
RMNP,{FR} 6A,0
Compresor,{FR} 6C+,0
Compresor - SD,{FR} 7A,0
unknown,,0
Didgelic,{FR} 6C+,0
Didgelic - SD,,0
Hug,{FR} 6A+,0
Hug - SD,,0
Swing,{FR} 7A,0
Tucana,{FR} 6B,0
Trilian,{FR} 6B+,0
unknown,{FR} 6A+,0
unknown 2,,0
unknown 3,{FR} 6C+,0
unknown 4,{FR} 6B,0
Berea-ți dă putere,{FR} 6C,0
Berea-ți dă putere - SD,{FR} 7A,0
Țeapa 'nțeapă,{FR} 7B,0
Țeapa 'nțeapă - SD,,0
Argus,{FR} 7B,0
Argus - SD,{FR} 7B+,0
unknown,,0
unknown,,0
Biceps cald,{FR} 6A+,0
unknown,{FR} 3+,0
unknown 2,{FR} 4,0
unknown,{FR} 6C+,0
unknown,{FR} 6C+,0
Două riglete și o rampă,{FR} 7A,0
Două riglete și o rampă - low,{FR} 7B+,0
Două riglete și o rampă - SD,,0
Cutiuța muzicală rallonge,{FR} 7C,0
Constanța,{FR} 7B,0
Cutiuța digitală,{FR} 7C,0
Play boy,{FR} 7B,0
Waiting for Oniga,{FR} 7C,0
Waiting for Oniga - SD,{FR} 8A,0
Nowhere Now Here,,0
Țigara,{FR} 3+,0
Tutunu Românesc,{FR} 3+/4,0
Mândrie de pionier,{FR} 6A+/B,0
Șoimii patriei,{FR} 6C+/7A,0
Al XVIII-lea congres,{FR} 7A+,0
Rodeo,{FR} 7C,0
Sirah,{FR} 6C,0
Sufletu’,{FR} 6C,0
Praștia,{FR} 7A+,0
Cocktail Molotov,{FR} 7B/B+,0
Predator 1,{FR} 6C+,0
Predator 2,{FR} 6B,0
Broscuța care rage,{FR} 6A,0
Târâtoare mică,{FR} 6C+/7A,0
Angelicus,{FR} 6A+,0
Îngerașu’,{FR} 5B,0
Sclavu’,{FR} 5A 4+,0
Eunucu’,{FR} 6A+,0
Enoriașu’,{FR} 6C,0
Spurcatu’,{FR} 6C,0
Plecăciunea,{FR} 5A,0
Bebelușu’,{FR} 4,0
Carmen,{FR} 6B,0
Bushala,{FR} 6C,0
Vol-a-Tilica,{FR} 7B+,0
Rugăciune,,0
Amparcica,{FR} 7A,0
Hahalera,{FR} 7A+,0
Măgăi,,0
Abracadabra,{FR} 7A+/B,0
Crin de argint,{FR} 7B/B+,0
unknown,,0
Caman te ja ando parko,{FR} 6C+,0
Ando peștera,{FR} 6C,0
Vârsta de Aur,{FR} 7C+,0
Vârsta de Aur - SD,{FR} 8A+,0
Octopus,{FR} 7A,0
Octopus - SD,{FR} 7C+,0
unknown,{FR} 4+,0
unknown 2,,0
Break Dance,{FR} 6B+/C,0
unknown 3,{FR} 3+,0
Super Hop,{FR} 7C/C+,0
Black Beauty,{FR} 6C+,0
Fantasmagoria,,0
Ciumeg,{FR} 7A+,0
Moartea Căprioarei,,0
Rățușca,{FR} 6B+,0
Calvados,{FR} 7C,0
Calvados - SD,,0
Absint - SD,{FR} 7B,0
Absint Direct,{FR} 7C,0
Hasta la vista,,0
Vulpiprezent,{FR} 7B+/C,0
Supreme,,0
Fisura Mingeac,{FR} 6B+,0
unknown,{FR} 6A,0
Brunetu,{FR} 6B+/C,0
Brunetu Direct,,0
Mulțumesc,{FR} 7A+,0
Chiuloasa,{FR} 6C+/7A,0
Garnitura de Chiuloasa,,0
Garnitura,{FR} 5B - C,0
Salamandra,{FR} 6A/A+,0
Șopârla,{FR} 7A,0
Broasca,{FR} 6C+,0
Nu trage dom’ Semaca,{FR} 5B,0
Sunt eu Lăscărică,{FR} 5C,0
unknown,{FR} 6A,0
Tinerețe fără bătrânețe,{FR} 7C+,0
Tinerețe fără bătrânețe - SD,{FR} 7C+/8A,0
Diesel power,{FR} 7C+,0
Brăduțul,{FR} 5C,0
unknown,,0
Bibi,{FR} 6A+,0
unknown 2,{FR} 7A,0
Giugiuc Paris,{FR} 7B,0
Giugiuc Paris - SD,{FR} 7C,0
unknown,,0
4 prize proaste și o muchie bună,,0
Bleau divers,{FR} 7A+/B,0
Bleau divers direct,,0
Îmbrățișare,,0
Jamal,{FR} 7A+,0
Bistro,{FR} 5B,0
Boulder X,{FR} 7A,0
Subiect aparte,,0
Fluturașul dezbrăcat,{FR} 5C - 6A,0
Miezozoic,{FR} 5B - C,0
Chix,{FR} 5A - B,0
Gumar,{FR} 5A 4+,0
Galos,{FR} 4+,0
Șopârla,{FR} 3+/4,0
unknown,{FR} 5A,0
17 Noiembrie,{FR} 7B+,0
unknown 2,,0
Taurul Verde,{FR} 7A,0
Sinergeticus,{FR} 7A/A+,0
Tom Degețel,{FR} 7C+,0
Piele și os,{FR} 7B+,0
Omida veselă,{FR} 7B+/C,0
Hei rup,{FR} 6A/A+,0
Ticu,{FR} 2,0
Fundu’ sus,{FR} 6B+/C,0
Copăcel,{FR} 7A/A+,0
Paiața rallonge,{FR} 7A+,0
★★★ Vespa,{UK} E7 6c,0
Dr. Au mă doare,{UK} E5 6a,0
Voodoo in my Blood,{UK} E5 6b,0
Jucărica,{FR} 4,0
Degețel,{FR} 5+,0
Spiky,{FR} 6A/A+,0
Zaraza,{FR} 7B,0
Spiky Rallonge,{FR} 6B+/C,0
Marea Traversare,{FR} 6C+,0
The Scream,{FR} 7A+/B,0
Roata pătrată,{FR} 6A,0
Ziua porților deschise,{FR} 6B,0
Muc și sfârc,{FR} 6B+/C,0
Ieșirea de urgență,{FR} 5+,0
Ieșirea VIP,{FR} 6A,0
Nu e panică man!,,0
Mangusta,{FR} 7B/B+,0
Brothers in Arms,,0
Pantera,{FR} 7A,0
Valeriana,{FR} 6A/A+,0
Harem,{FR} 6A,0
Babylon,{FR} 7A+,0
Mad Cow,{FR} 6C/C+,0
Piciorul de lemn,{FR} 6A+/B,0
Xenomorph,,0
Rabbit Hole,{FR} 4,0
Alice in Wonderland,{FR} 5+,0
Harbuziana,,0
Bursuciana,{FR} 4+,0
Brexit,{FR} 5+,0
Brexit - SD,{FR} 7B,0
Cum vreți voi,{FR} 6A+,0
Ochi pentru dinte,{FR} 6C+,0
Ochi pentru ochi,{FR} 7A,0
Dinte pentru dinte,{FR} 6B+/C,0
Sextaz,{FR} 5+,0
Sextaz - SD,{FR} 6C+/7A,0
Hrană pentru suflet,{FR} 6C,0
Singur pe lume,{FR} 6B+,0
Mișu,{FR} 6C/C+,0
Ionică,{FR} 5+,0
Fiesta,{FR} 7B+/C,0
Siesta,,0
Back in Business,{FR} 6B+,0
Back in Business Rallonge,{FR} 6C/C+,0
Fluturașul,{FR} 6B,0
unknown,,0
Sniper,{FR} 5C,0
Scorpionul,{FR} 6A,0
Muchiuța,{FR} 6C/C+,0
Bleo Nostalgic,{FR} 7A,0
Fără nume,,0
No Hands,{FR} 4,0
Pal Mat,{FR} 6A,0
Easy Ride,{FR} 4+,0
White Horse,{FR} 4,0
Red Horse,{FR} 4+,0
Balans,{FR} 6C+/7A,0
Cangurul,{FR} 7A,0
Kampay,{FR} 6B,0
Închiorcoșatul,{FR} 6A,0
Plimbărică,{FR} 4+,0
Promenada,{FR} 4,0
Șvaițer,{FR} 6A,0
Diedrașul,{FR} 6A,0
Puricele,{FR} 6A,0
Oblic,{FR} 6A,0
Zig Zag,{FR} 5C,0
unknown,{FR} 5C,0
Krezi Co Va,{FR} 5A,0
Misogin,{FR} 6A,0
Sevrage Sovage,{FR} 8A,0
Ilariada,{FR} 7B+/C,0
Zâmbetu' lu' Popic,{FR} 7C,0
Mini Brezel,{FR} 7C+/8A,0
Membrele Inferioare,{FR} 7A/A+,0
Membrele Superioare,{FR} 6A,0
Sefe,{FR} 7B,0
Soco,,0
Hoop,,0
Fred,{FR} 6A,0
5Pe6,{FR} 5C,0
Silvico,{FR} 6C,0
Ego,,0
unknown,,0
Vârticescu,{FR} 5B,0
Marea Scofală,{FR} 6C,0
Marea Scofală - varianta stângă,{FR} 6C,0
Negu,{FR} 6C+,0
Sincopatul,{FR} 6A,0
Copatul,{FR} 5A,0
Prîslea,{FR} 4+,0
Ileana Cosânzeana,{FR} 5C,0
Piparus Petru,{FR} 5C,0
Sfânta Vineri,{FR} 5B,0
Spurcatu,{FR} 7B+,0
Răzvan,{FR} 7A+,0
Brunetu,{FR} 8A,0
Vaca,{FR} 6A+,0
Tu'i cristalu' măsii,{FR} 6B+,0
Mărăști,{FR} 4,0
Mărășești,{FR} 4+,0
Oituz,{FR} 5A,0
Mazacie Curată,{FR} 6A+,0
La tortură,{FR} 6C,0
Averescu,,0
Mackensen,,0
101.6 FM,{FR} 6B+/C,0
Constantin,{FR} 5+,0
Elena,{FR} 6A,0
Petru,{FR} 6B+,0
Pavel,{FR} 7A,0
Microbuzul,,0
Autobuzul,{FR} 6B+,0
Mouflex,{FR} 6B,0
The Future,,0
Benzin,{FR} 6C,0
Grasu,,0
Lăcusta,{FR} 6A,0
Mușchi File,{FR} 5C,0
Nino,,0
Noni,,0
unknown,,0
Podul Palmei,{FR} 5A,0
Alpinistul,{FR} 5B,0
Umărul Stâng,{FR} 6A,0
La Jumate,{FR} 4+,0
Ultima Mișcare,{FR} 6A,0
Balansul,{FR} 6A,0
Nașul,{FR} 6A,0
Finul,{FR} 5B,0
Toporul,{FR} 5A,0
Calcaneu,{FR} 6B,0
Gambeta,{FR} 5A,0
Chiromanția,{FR} 6A,0
Palme d'Or,{FR} 5C,0
"Brazii se frâng, dar nu se îndoiesc stand",{FB} 7B,0
"Brazii se frâng, dar nu se îndoiesc",,0
Jump around,{FB} 5+,0
Proiectul Verde,{FB} 6A+,0
Motanul încălțat,{FB} 7A+,0
Ipoteza de Nul,{FB} 7C+,0
La Vulpe,{FB} 7C,0
Căprioara,{FB} 6C,0
Pti,{FB} 7A,0
Contra Pti,{FB} 7B,0
Contra Pti Variant,{FB} 6C+,0
No name,,0
Piciorul de dreapta stand,{FB} 6B+,0
Piciorul de dreapta,{FB} 7A,0
Jump up!,{FB} 5+,0
Ganja Woman,{FB} 6B+,0
Ganja Man,{FB} 6B,0
Top Gun,{FB} 6C,0
Robertino,,0
Run and jump,,0
Saber Rider,,0
Enola Gay,{FB} 8A,0
Enola Gay stand,{FB} 7C,0
Ecaterina Cuibuș,{FB} 6B,0
Iedul Jucăuș,{FB} 4,0
Pioletul,{FB} 6C,0
Scărița,{FB} 6A+,0
Miere între tâțe,{FB} 7A,0
Miere între tâțe Direct,{FB} 7A+,0
Mesterul Manole,{FB} 7A,0
Kompresor,{FB} 7C,0
ĂĂĂ,{FB} 7B,0
Tumoarea Stânga,{FB} 7C,0
Tumoarea,{FB} 7A,0
Sănătate și virtute,{FB} 6B+,0
One move TV,{FB} 6B,0
Ambidextru,{FB} 6C+,0
Art nouveau,{FB} 7C,0
Gold FM,{FB} 7B,0
Joaca,{FB} 6B,0
Gaura stângă,{FB} 7A,0
Gaura dreaptă,{FB} 7A+,0
Autobahn,{FB} 6B,0
Am făcut un pod,,0
Walk the line,{FR} 7B,0
Tristeț,{FR} 7A+,0
Ghenuc,{FR} 6C,0
Arlechino,{FR} 7A+,0
Nautilius,{FR} 7B,0
unknown,,0
Mantle,{FR} 6C,0
No puzzle,{FR} 6A,0
Fără Nume,{FR} 7A+,0
Puzzle,{FR} 7A,0
Easy Puzzle,{FR} 6B,0
Humpty Dumpty,{FR} 6C,0
Stelele și luna,{FR} 5C,0
Carmen Sylva,{FR} 6B,0
Light my fire,{FR} 6A,0
Chipmunks,{FR} 6B,0
All night long,{FR} 7C,0
Mister Decadance,{FR} 7B,0
Justdance,{FR} 7A+,0
Temerer,{FR} 6A,0
Illy was here,{FR} 7C,0
Traseul lui Boni,{FR} 5+,0
Pompierul,{FR} 7A+,0
Bitză reloaded,{FR} 7B,0
Bitză,{FR} 7A,0
Bagaj de mână,{FR} 7B,0
Pumpydoo,{FR} 7B,0
Cocutz,{FR} 6C+,0
Fără Nume,{FR} 6A,0
Fără Nume - SD,{FR} 6A+,0
The skull,{FR} 6B+,0
Junky Team,{FR} 6B+,0
Bot,{FR} 6C+,0
Rebu,{FR} 5C,0
Rosal,{FR} 6B,0
Urban,{FR} 6A+,0
Fuego,{FR} 6C,0
Hueco,{FR} 7A+,0
Fără nume - SD,{FR} 6C,0
Fără nume,{FR} 6A,0
Pinceta,{FR} 6C+,0
No pinceta,{FR} 6A,0
Racheta,{FR} 7A+,0
D’Artagnean,{FR} 6C+,0
Aramis,{FR} 6C,0
Athos,{FR} 5B,0
Porthos,{FR} 5A,0
Le Diable,,0
Romulus,{FR} 7C+,0
Mount Ivănețu,{FR} 7B,0
Ciocolata belgiană,{FR} 7B,0
Remus,,0
Little Mantle,{FR} 6B,0
Little Giant,{FR} 6C,0
Little pockets,{FR} 6A,0
Tom Degețel,{FR} 6C,0
Coup de fil,{FR} 6C,0
Coup de fil - SD,{FR} 7A,0
Coup de foudre,{FR} 7A,0
Coup de foudre - SD,{FR} 7A+,0
Salvatiunim,,0
Portage,{FR} 7A+,0
Ciclopul,{FB} 6B,0
