Route Name,Grade,Ascents
Aladin,6,1
Sesam,6+,1
Tzutzi,7-,1
Biceps Beach,7+,1
B. L. von Irak,8,1
Ocupat,8,1
Hóreb,6,1
Quarz Riss,6,1
A Széles Út,6,1
Tölgy,6,1
★ Thaddeus variantă,7-,1
Petrus,6-,1
Școala Tureană,5-,1
Pongo,7-,1
Makak,7+,1
Calidris,8-,1
Furnicile,6-,1
★ Traseul Fetelor,5,1
★★ Full Moon,7+,1
Traseul Intersectat,7+,1
Anonimus,8+,1
Turnul Babilonului,7+,1
★★★ Éva,8+,1
Trandafirul Sălbatic,8,1
Manna 1,7-,1
Life,7+,1
Aidoma,9-,1
Thik hai,9-,1
Mr. Pinch,9+,1
Obvious,9+/10-,1
Storkătoru' Bulgăresc,7,1
1,,1
11,,1
Highway to Hell,7-,1
★ Narrow Path to Heaven,7-,1
★ Adrenaline,7+,1
★★★ Small but bad holds,8,1
Parada,7+,1
Memorial Nică Anghel,6+,1
★ Banana - varianta,4-,1
★★ La 3 pași de frigider,{FR} 5c,1
★★ Junior,{FR} 5c+,1
Cave,{FR} 7a,1
Regles must be regles,{FR} 7b+,1
★★★ Alice in Wonderland,{FR} 7c,1
Wild honey,{FR} 7a,1
Capacitate,7-,1
Țiganii în alertă,{FR} 6a,1
Pușca cu lunetă,{FR} 6a,1
K1,{FR} 5b+,1
Zorro absolut,{FR} 6a,1
★★ Girls allowed,{FR} 6c+,1
Satârul,7-,1
Ghilotina,8+,1
Hornul de Sus,5,1
Baltagul,5+,1
Topoarele,6-,1
Barda,5,1
Biscuiți,5+,1
★ 1 Mai,6- 2A,1
Începătorului,5+ A0 2B,1
Hornul Dezghețat,6+ A0 3B,1
Damocles,6,1
Liliacul Sălbatic,6+ A0 4A,1
Diedrul cu Brazi,7- A0 4B,1
Pasărea Phoenix,8- A1 6A,1
Hornul cu Fereastră,6 A0 4A,1
Peteu,5,1
★★ Scânteia,{FR} 5c,1
★ Tineretului,{FR} 6a+,1
★★ Arici Pogonici,{FR} 6a,1
★★★ Penelopa,FR:7a,1
★ Sagittarius,6/6+,1
★ Milka Again,{FR} 6a+,1
★★★ La Vita e Bella,{FR} 7a+,1
★★★ Viva la Vida,{FR} 7a+,1
★★★ Influențe,{FR} 7b+,1
★★★ Bow to the Bow,{FR} 5c,1
★★★ Master of Grotesque,{FR} 8a,1
Echidna (last bolt),{FR} 6b+,1
Mata Hari,{FR} 5c+,1
★★★ Angel,{FR} 7b+,1
Hornul cu Fereastră,6+ 4A,1
Creasta Curată,4 2B,1
Diedrul Pintenului,6+ A0 4B,1
Hungry daze,{FR} 6a+,1
Strunga Sânzienelor,7 4B,1
Reptila,6- 4B,1
Mersul Piticului,{FR} 5b,1
Dune,{FR} 6b,1
Creasta Vântului,6- A0 3B,1
★★ Glory Lasts Forever,{FR} 7b+,1
★★★ Yok Problem,{FR} 7a,1
★★ Archeopterix,{FR} 7b+,1
★ First Acces,{FR} 6b,1
Recreația Mare,{FR} 6a,1
★★ Noi Vrem Pământ,{FR} 5c,1
★ Râul de Mătase,{FR} 6c,1
Cerebus,{FR} 6c+,1
Ghost,{FR} 6c,1
Osama,{FR} 6b+,1
Pentagon,{FR} 6a+,1
Mona Lisa,{FR} 5c,1
★ La zâne,{FR} 6a,1
★ Cabalo,{FR} 6c,1
Berceni,{FR} 6b+,1
★★ Elite,{FR} 7c,1
★★ Studentenfutter,{FR} 6c+,1
★★ Grooveshark,{FR} 7b,1
Wille E. Coyote,{FR} 6b+,1
Essing,{FR} 6a,1
Untouch,{FR} 6b,1
Traseul Victoria,8- A1 5A,1
Cupa Banatului '77,{FR} 6c,1
Fisura Diavolului,8- A1 5B,1
Creasta Surprizelor,8- 3B,1
★ Sorel,{FR} 6b,1
Heavy Fuel,{FR} 7a,1
V.S.O.C.,FR:6c+,1
Airmana,{FR} 8c,1
CatchUp,{FR} 8b,1
3 lei,{FR} 7a+,1
Zăbală,{FR} 7a+,1
Radio GaGa,FR:7b+,1
Diedrul Cameliei,6- - 7- A1 3B,1
Creasta Sfinxului,7- A0 3B,1
Cezărică,6+ A0 4B,1
Tabăra 1989,6- - 7+ A0 4A,1
Vasidava,6- - 8- A0 4A,1
Hornul Vânturilor,7+ A0 4B,1
Fisura Pintenului,7+ A0 4B,1
Pintenul Dorului,6+ A0 3B,1
Creasta Băieților,5+ A0 2B,1
Memorial Niculae Baticu,6- 4B,1
★★ Creasta Peșterii,B,1
★★ Marea Crăpătură,B,1
George,5,1
Ghiță,6+,1
Gigi,6,1
Geo,6+,1
Liliana,6+,1
Geea,6,1
Lola,5-,1
Suzy,6,1
Cristi,6+,1
★★ Șoricelul cu ochelari,4,1
Gelu,6-,1
Zmeul,8-,1
★★ Adi,5+,1
★★ Dinu,6,1
Dona,6+,1
Răzvan,9,1
Geta,7-,1
★★★ Ioana,7,1
Antivirus,C,1
Hornul lui Alexandru,5 3B,1
Lasă-te de prostii,6+,1
Extrema Dreaptă,5,1
Diedrul Salamandrelor,6+ A0 4A,1
Păducelul,6-,1
Mura,5-,1
Urzica,5,1
Furnica,6+,1
Argințica,4,1
Măceșul,6,1
Pirox,7-,1
★★ Femeia şi ciocanul,6,1
Monolog,6+/7-,1
Să fii hotărât,6-/6,1
Bavareza Albinuței,7-,1
★★ Coloana Infinitului,7+/8-,1
Buli,6-,1
Spaima Pulii,5+,1
Tomi,6,1
Legea lui Newton,6+,1
Minnie Mouse,8+,1
★ Ayame,6,1
Eclipsă Totală,8,1
★★ Tânăr și Liber,8+,1
★ Let's Rock this Way!,8-/8,1
Bozia Nervoasa,6-,1
Stop Digging,5+,1
Kids Stuff,6,1
Hornul Suspendat,3B,1
Hornul Mic,3A,1
Valea cu Genune,1A,1
Fisura Pintenului Văii Albe,5 A1 5A,1
Soldat Erou Eftimie Croitoru,6 - 7+ A0 5B,1
Fisura Roșie,6+/7- A0 5B,1
★★★ Fisura Albastră Directă,8+ A1 6B,1
★★★ Fisura Mult Dorită,6+ - 8- A1 6A,1
Fisura Suspendată,7+ A1 5A,1
Innominata,7+ A0 6A,1
Traseul Oblic,7 A1 3B,1
Suzana,8 A0 5B,1
Poseidon,7- A0 5A,1
★ Trei Surplombe,7+ A0 5A,1
Traseul Slăvoacă,6+ A0 4B,1
★★ Traseul Coman,4 - 6+ A0 2B,1
Traseul Clasic,1B,1
Muchia Nord-Estică a Colțului Gălbinelelor,6+ 2B,1
Muchia de Sus din Creasta Frumoasă,2A,1
Fisura Margaretelor,6 - 8- A1 3B,1
Traseul Victoriei,6-/6 A0 4B,1
Traseul Oblic,7,1
★★ Brâna Pintenului Văii Albe,1B,1
Blidul Uriașilor,1B,1
★★ Hornul dintre Fire,3 1A,1
Valea Caprelor,1B,1
Valea Căldărilor,1A,1
Valea Cerbului,1A,1
Fisura Berbecului,7+ A1 5B,1
★★★ Vârful Picătura,2B,1
Vâlcelul Mortului,1B,1
Vâlcelul Picăturii,1B,1
Bruno,7,1
Gruia,7-,1
Muchie,8-/8,1
★★ Guriță,{FR} 6c,1
Azog,10-,1
Wild Cat,{FR} 7a,1
Image de Toi,7+/8-,1
Chipped Hilti Dance,8-/8,1
Șosetuța,6+,1
Traseul Începătorilor,3A,1
Memorial Gică Trufășilă,,1
Albișoara Răsucită,1B,1
Sile Vîlceanu,6+,1
Bebe Nistorescu,6-,1
Viciu,5+,1
Ghiță Bolboacă,6,1
★ Alex,6-,1
★ Ștefan,6,1
Hornul Agățat,4A,1
Fisura Dreaptă,7 A0 4B,1
Creasta Însorită,2A,1
★★ Coma,{FR} 7a/a+,1
★ Traseul Greierașului,4A,1
Fisura Lăstunilor,4A,1
Traseul cu Surplombă,A3 5A,1
★★★ Traversarea Îngerilor,A4 4B,1
Hendrix,7-,1
Traseul Tirbușonul,{FR} 6b+,1
★★★ Pintenul Suhardului,7-/7 A1 - 2 4A,1
★★★ Depresiv,{FR} 7c+/8a,1
★★★ Emoții,{FR} 6b,1
★★ Simfonia,{FR} 6c+,1
Phantom of the Opera,{FR} 7c/c+,1
Pikachu,{FR} 6b,1
Drojdie,{FR} 6a+,1
★★★ Corona,{FR} 7c,1
Țap,{FR} 6c+,1
★★★ Silva,{FR} 8a,1
Ursus,{FR} 6c+,1
★★★ Epilepsie,{FR} 7a,1
Herpes,{FR} 6b,1
Cistită,{FR} 6b,1
Molluscum contagiosum,{FR} 7a+,1
★★★ Parkinson,{FR} 7b+,1
Mătreață,{FR} 6b+,1
★ Dumb,7,1
★ Arachnofobia,7/7+,1
★ ... and Dumber,7,1
★ Let's Dance,7/7+,1
Decadence,6+,1
Chipped ★★ Avatar,8-/8,1
Dead Calm,10-,1
★ unknown 2,7-,1
Music Land,5+,1
Every time you go away,6+,1
Occhi,6/6+,1
A kind of magic,6+,1
Cuore,6+,1
★★ Piticot,5+,1
★★ Sfarmă Piatră,6-,1
Creasta Elefantului,4+,1
★★ Traseul 1,6+,1
Atrium,7,1
Centaur,8-/8,1
Bluz,7+,1
Twist,7-,1
Sevraj,8-,1
Flori intestinale,7-,1
Plagiat,7+,1
Trinticala,7,1
Polux,6+,1
Abandon,8+,1
Wonderland,9,1
Sancho Panzer,9-,1
★★ Gestapo,7,1
★ Sepuku,9-,1
Jeleru,6-,1
Feudalu,5,1
★★ Traseu 1,,1
Fisura Marac,6 3A,1
Hornul Marac,6 4A,1
★★ Maricica,7+,1
Moale'n Coccis,7,1
Prichindel,3,1
Hurikan,8,1
Vânt,8-/8,1
Vidraru',6+,1
Tajsz,8+,1
Între Pripoane I,6+ A1 3A,1
Piesa 3,7,1
Piesa 7,5,1
Quasimodo,5+,1
Quo Vadis,5 - 7 A1 5B,1
Ilegal,7+,1
"Tovarăşilor mei, pitpalacii",7-,1
★★★ Bulinel,8+,1
Fosula,8,1
★★★ Şaman,7,1
Tom,7,1
Colibri,7+,1
Hocus Pocus,5+,1
Timișoreana,8,1
Alex,8,1
Zburătorul,6+ A1 3A,1
Garofiţei,8- A1 3B,1
Asteroid,8-,1
Fuiaş,6,1
Altceva,7+,1
Ceva,7+,1
Miscu,7+,1
Cultural '07,7,1
★★ Sud America,7-,1
Krimson,7+/8-,1
Metronom,8+/9-,1
Peretele Scoruş,9- A1 4A,1
Mickey Mouse,8+,1
Kirándulás,7-,1
Tres Dificiles,8-,1
★ M. S. '98,7,1
Vorace,7+,1
Rapace,8,1
Grota Sanşil - varianta cu grotă,6 A0 3B,1
Miere Bio,7+,1
ATA 2002,8-,1
Gabor,8-,1
Main,7+/8-,1
Creasta Ascunsă,5+ 4A,1
Blody Mary,8-,1
Samariteanu,7,1
Pichu,6,1
Creasta Nordică,5+ 4A,1
Tiselor,7+,1
Bavarez,6 3B,1
Traseu,5+,1
TT,5-,1
Finala '79,6+,1
★ Good feeling,{FR} 6C,1
Genezarét II,6,1
Omega,7-,1
Mk,6/6+,1
★★★ Moha,6+,1
Muchia Scării,3B,1
★ Brâul Însorit,1B,1
★★ Brâul Subțire,1A,1
Valea Comorile Brânei,1A,1
★ Valea Comorile de Mijloc,1A,1
Hornul cu Florile,1A,1
Șistoaca Acelor,1A,1
Vâlcelul Țancurilor,2A,1
Hornul Degetelor,2A,1
Vâlcelul Morarului,1A,1
Vâlcelul Grohotișului,1B,1
Valea Bucșoaia,1B,1
★★ Vâlcelul Obraznic,1B,1
Traseul Frontal,6+,1
Traseul Central,4A,1
Hornul Turnul Seciului,2A,1
★★ Canionul Horoabei,1A,1
Traseu 2,7,1
Traseu 3,6+,1
Traseu 4,6,1
Traseu 5,5,1
Prager,5+ A0 3B,1
Muchia de la Curtea Oțelei,2B,1
Hornul Mare al Oțelei,2B,1
Muchia dintre Hornuri,2A,1
Muchia Zănoaga,1A,1
Muchia Spintecăturii,2B,1
Piscul Corăbiei,2B,1
Piscul Lăiţel,2A,1
Vama Cucului,6 4B,1
★★★ 8 Martie,WI3 M4,1
Hornul Călțunului,2A,1
Custura Ciobanului,3B,1
Three House,{FR} 6c+,1
Chinese Cow,{FR} 7b,1
★★ Down,{FR} 6a,1
Air Flow,{FR} 6a,1
★ Halo Sun,{FR} 6c,1
★★★ Scarecrow,{FR} 6c+,1
High Hopes,{FR} 4c/c+,1
Elevator,{FR} 6b,1
Bluebell,{FR} 6a,1
Sharp Steps,{FR} 6a,1
Sunlight,{FR} 4c/c+,1
Lizzard Land,{FR} 4c/c+,1
Corbului,7,1
Diedrul cu Mesteacăn,7+,1
Oblic,7 - 8,1
A 20-a Aniversare,6 4A,1
Fix Pix,7/7+,1
RFN,6+,1
★★★ Lângă,7+/8-,1
Minus,7/7+,1
Anemia,7+,1
Andurance,7-/7,1
Iluzion,6-/6,1
Creasta Vlaicului,5+ 2B,1
★ Manșă,6,1
★★★ Hihpaye Mazawaka,7-,1
★★★ Magua,7,1
Pump Track,WI5+ M6,1
Moon Trip,M8,1
★★★ Airbus Extension,{FR} 8a,1
★★★ Concorde Extension,{FR} 7c,1
Cangurul Fagocipal,{FR} 8a+,1
★★★ Fantasmagoria,{FR} 8a+,1
★★★ Omida Veselă,{FR} 7c+,1
Pietricica,5-,1
Frăcea,6,1
Picnic pe verticală,6+,1
★ Broasca,6,1
Iepurele,5+,1
Excelsior,6+,1
Meme,3+,1
Cioc,5+,1
Răsărit,6+,1
Spălata,7-,1
Smochine,4+,1
Tropicana,6-,1
Burți,5-,1
Râul de Piatră,3+,1
Extrema stângă,6-,1
Luna,6-,1
Brânelor,5+,1
Diagonal,5-,1
Bulin,7,1
Pătrățel,4+,1
Piticot,4-,1
Fete,4+,1
★★★ Vânturel,7,1
★★★ Vijelie,8,1
Școala Zlătneană,5,1
Fisura fără nume,6+,1
Hexagon,6+/7-,1
Stupid,6+,1
Junior,6+,1
Rahan,5+,1
11 Decembrie,6+/7-,1
★★ Hydra,7+/8-,1
Eschimo,7+,1
★★ Rebel,8-,1
Huda,5,1
Calu bălan,6,1
Tom,8-,1
Curfutita,4+,1
Ciocoșopârla,4+,1
Diedrul cu pom,5+ 3B,1
Liliacul,7 4A,1
Grota Corbilor,6- 3B,1
Sănătatea,6+ 4B,1
Clepsidra,7 5A,1
Cele 4 brâne,5+ 3B,1
Valeria,6,1
★ Central,6+,1
Bolt,7-,1
★★ Bubu,7+/8-,1
★★ Aventurierul,7+,1
Matatus,7/7+,1
★ Joda,7/7+,1
★ Nipiera,7-,1
Hermelina,5+,1
Silvicola,6,1
★★ Mokuska,{FR} 6c,1
★★ Moria,{FR} 6c+,1
★★★ Big Bruno,{FR} 7c,1
Sunt o prințesă,{FR} 6a+,1
★★★ Stairway to Heaven,{FR} 7b,1
★★ Gandalf the Grey,{FR} 7c,1
★★ Saruman the White,{FR} 7c,1
★★ Vraja sânzienelor,{FR} 7b+,1
Om mani padme hum,{FR} 7a+,1
Valhalla,{FR} 6c+,1
Milky mist,{FR} 6c+,1
Suricata,{FR} 6b,1
Wagner,7,1
Amigo 1,7,1
★★ Magma,7/7+,1
Booty,7- 4B,1
Vitezomania,6,1
Surplomba Ciorii,7-,1
Carul Mare,7,1
Carul Mic,7-,1
Traseul 1,2A,1
Santinela Padinei Închise,5+/6- A1 4A,1
Muchia Coloanelor din Orga Mare,6+ A0 4A,1
Creasta Frumoasă din Vâlcelul Săritorii de sub Găvan,7- A0 4B,1
Muchia Hornului Ascuns,4A,1
Hornul Festivalului,3A,1
Fisura Nordică,7 A0 5A,1
Fața Nordică,7+ A1 5B,1
Traseul Arcadelor,5A,1
Goliat,6+ - 8- A1 5B,1
Fisura Înghețată,4B,1
Traseul Dianei,6 A0 4A,1
Traseul Floarea de Colț,5B,1
Hornul Ferestrei,3B,1
Umărul Padinei Popii,6+ - 7+ A0 5A,1
Traseul 23 August,8+ A1 5A,1
Traseul Alveolelor,5A,1
Traseul Turnulețului,4A,1
Surplomba Hornului,5B,1
Loz în frig,6,1
Brâul Ciorânga - Ramura de Jos,1B,1
Padina lui Râie,1A,1
Vâlcelul cu Smirdar,1A,1
Valea Ciorânga,1B,1
Muchia Răchitei,3A,1
Traseu fără nume,A0 3A,1
Hornul din Brâul Răchitei,6 3B,1
Creasta Prieteniei,6 A0 5A,1
Creasta Piticului,6+/7- 4A,1
Hornul Înghețat,2B,1
Muchia dintre Țimbale,5- 2A,1
Brâul Răchitei,1B,1
Brâul de jos,1A,1
Muchia Țimbalului Mic,2A,1
Colţii Gemeni,2A,1
★★★ Brâul de Mijloc,1A,1
Vâlcelul Secundar al Padinei Lăncii,1B,1
Brâul de Sus,1B,1
Valea lui Ivan,1B,1
Brâul Roșu,1A,1
Puiul de Dihor,7-,1
Trei Crenguțe,6-/6,1
Puiul de Drac,7/7+,1
Raluca,3B,1
Vulpea,7-,1
Any Means Necessary,7-,1
★★★ Pocket symphony,8-/8,1
More than a feeling,7,1
Easy go,6,1
Trompețică,6+,1
For my night,7,1
★★ Nexit,9/9+,1
Charognare,9-,1
Comptine d’un autre été,5+,1
La messe,10-/10,1
Prolog,10+,1
Fat boy slim,6,1
Dirty dancing,6+,1
Căpriora căprioasă,6,1
Le casse couille,6,1
★★ Traseul Școală,6+,1
Nea Lică,7-,1
Olive,5+,1
Fața Gri,{FR} 6a+,1
Cariera Clasică,7-,1
Central - Variantă,8-/8,1
La Cerșit,5+/6-,1
Orbita,9-,1
Colorado,7-,1
Sârmă Ghimpată,7-,1
Hornul,5+,1
Flash clasic,7+,1
Napalm,9-,1
Diedrul,5+,1
Albăstrica,7,1
Scuipătoarea,5+,1
Mai,7 4A,1
Fisura Verde,4B,1
Traseul 3,4A,1
Traseul 4,4 3A,1
Alpiniada,7 A1 4B,1
Moldoveanu,6- A1 5A,1
Bin Laden,8,1
Găuri,8-,1
★ Fisura cu Copac,7,1
Wolfgang,7/7+,1
R2D2,8+/9-,1
Greedo,9-/9,1
Turnul de Fildeș,7+,1
Creasta Vântului,6+,1
Liviu,6+,1
★ Ulise,9- A1 6A,1
Muchia Suspendată,4A,1
★★ Creasta Frumoasă,3B,1
Vâlcelul Furcilor,FR:2a M3,1
Muchia Mare,7-/7 4B,1
Traseul fără nume,2B,1
Small Talk,3A,1
Gladius,7+,1
Ca,5-,1
Pi,5,1
Fu-fa,7,1
Zodiac,5-,1
Vadra,6+,1
La tăuni,5+,1
Tobacco Road,9,1
★ Charlie,10+,1
★★★ Sheery,8+,1
Galadriel,8-,1
Hornul,5+,1
★★ Pas final,7-,1
Fața de porțelan,7+/8-,1
Lica,5,1
Buflea,6-,1
Gupy,7,1
★★ Iris,7-,1
Puzzle me,7+,1
Ciauhauhau,6+,1
Creasta,3,1
Moțocon,4+,1
Electronic,6+,1
Aptitudine,6,1
Dexter,7-,1
★★★ Bovem,7-,1
★★★ Piere du boeuf,7,1
★★★ Ökör Iambor,7-,1
★★★ Bos primigenius,7,1
★★★ Poezie despre boi,7-,1
Reuniunea 2005,5-,1
★★ Alfa,7,1
★ Wains World,7-,1
Tarahumara,6+,1
Blestem,6,1
★ New Animals,8-,1
★★ Moace de zoo,7+,1
Handsbreakers,8-,1
★ Mega,8-,1
★ Boia,7-,1
★ Soja,7,1
★ Garlic,7/7+,1
Dirijabil,9/9+,1
Vodă-n Lobodă,7/7+,1
Ghilotina,6+ - 7,1
Castelanu,7-,1
★★ Azrael,7-,1
Sensei,7+,1
★ Cheeba,7+/8-,1
Husar,7/7+,1
★★ Variantă Creastă,4,1
★★ Traseu,5-,1
Lady Low,6+,1
Leo,6,1
Pleasure Dome,8-,1
★★★ The Quiet Zone,7+,1
The Lie,6,1
Stan Pățitul,7+,1
Harap Alb,8-,1
Drink to Me,7+,1
Gui-gui Șoarec,8+,1
Pongo Pie,8-,1
Fata Babei,8-,1
Nuci din Buci,6+,1
Creasta Porumbelului,4A,1
Pornography,6,1
Super Glue,5,1
Vipera,5,1
Capul Viperei,8,1
Corcodel,5-,1
★ Verde Verde,5+,1
★★ Nana,6-,1
★★ Adi,6-,1
★★ P.T.A.,6,1
★★★ Noi ca ei,{FR} 7A/A+,1
★★ unknown 7,{FR} 6C+/7A,1
Biceps rece,{FR} 5C,1
Avântu’,{FR} 4+,1
Super Glue,{FR} 6C,1
★★★ Absint,{FR} 7A,1
Falbala,{FR} 6B,1
Penthouse,{FR} 5A 4+,1
Frumusețe trecătoare,{FR} 6A+,1
Paiața,{FR} 6C+,1
Macaraua,{FR} 6A,1
Marea Scofală - varianta dreaptă,{FR} 6A,1
★★ Lunganu,{FB} 6A+,1
★★ Bibanu,{FB} 6B+,1
★★ La Corturi,{FB} 6B,1
★★ Crumbly Corner,{FB} 7A,1
★ Doctorul,{FB} 5+,1
★ Făt-Frumos,{FB} 5+,1
★★★ Vara la mare,{FB} 6A+,1
★★★ Saridon,{FR} 7b+,1
★★★ Ronin,{FR} 7b,1
Gepetto,{FR} 6c+,1
STR8 Line,{FR} 6a,1
Papaligal,{FR} 6a+,1
#sieu,{FR} 7c+,1
★★★ Traseul Clasic,A1 4A,1
The Lizard,7+/8-,1
★★★ Fisura Surducului,6B,1
★ Fisura Strungii cu Mesteacăn,A2 - 3 5B,1
★★★ Pintenul lui Сătălin,A2 5B,1
Turnul de Fildeș,A2 5B,1
★★★ Traseul Independenței,8+,1
★★★ Black Ice,WI4,1
★★★ Tear Ice,WI5,1
★★★ Stejar,{FR} 7b,1
The Golden Path,FR:8b,1
Echidna (until top),{FR} 7b/b+,1
Măr Acru,7-,1
★★★ Supradoza,{FR} 7c,1
Vulturul,{FR} 7b,1
★★ Perseu,6A,1
★★★ X și 0,6C,1
Titania,6B,1
Onyx,7-,1
Aero,7,1
★★ Brâna Ocolașului Mare,1A,1
★ Jgheabul Oilor,1A,1
Jgheabul Urșilor,1B,1
Jgheabul lui Stelea,1A,1
Paunul,WI3,1
?,M6,1
★★★ Tulichina,{FR} 7c,1
Micdardur,{FR} 7a,1
★★ Karate Kid,{FR} 6b,1
Vis,{FR} 6a+,1
Turnul răsucit,FR:5a,1
★★★ Iarbă și Cox,{FR} 6b,1
Valoare și talent,{FR} 6a,1
Scremuta,{FR} 6a+,1
Hornul Pols,{FR} 2,1
Dermatită,{FR} 8a+,1
Colită,{FR} 6b/b+,1
★★ Rampa Strungii,1A,1
Jamon,7-,1
Traseu 6,,1
Nici un nonsens,9-/9,1
★★★ Cooler,{FR} 7c+,1
There is no spoon,FR:6a,1
★★ To infinity and beyond,{FR} 7a,1
Turnul Paltinului,1A,1
★★★ Muchia vestică,FR:3a MIXED:M3,1
Muchia nord-estică a vârfului Tărâța,2A,1
Turnurile Podragului,1B,1
Muchia Podragului,2A,1
Muchia Drăgușului,FR:1b,1
★ Muchia Albotei,1B,1
★★ Omusor,6,1
★★★ Dark,{FR} 7a+,1
★★ Spirit of Power,FR:7a+,1
★★★ Fisurile Suspendate,FR:6b+,1
★★ New Test,FR:6b,1
★★★ Test,FR:6b,1
★ Hello,FR:6a,1
★★ Death,FR:6b,1
Cearfisă,{FR} 7b+,1
★★ Solca,{FR} 7c,1
Suceava,{FR} 7b,1
Káosz,7,1
Ágyú golyó,7,1
Țandăra extensie,8,1
★★ Slabby Track,WI2,1
Road Track,WI3,1
★★ Blagei Waterfall,WI4,1
Reptila,6+,1
Cobra,7+,1
Yin,6,1
Yang,5,1
Love,5+,1
Credința,6-,1
Revelația,7,1
Mântuirea,6+,1
Surpriza,6-,1
Bal Kíntorna (Chinuitorul 2.),5,1
Dragoste eternă,FR:8a+,1
Arco,9-,1
Chipped ★★ Junioru,8,1
★★ Queen,8,1
Nervasta,8+/9-,1
Nimic,,1
★★ Charlotte,6A,1
Sec,6/6+,1
Demolaridava,{FR} 7a+,1
La Bibisha,{FR} 6c,1
Codalb,{FR} 7c,1
★★ Teniază,{FR} 6b+,1
★★★ Dușmanov,9-,1
Prieteniei,7,1
Ambitio,5,1
★ Repetitio,5,1
Fața căzută,4+,1
★ Vertical,5,1
★ Diedrul negru,6-,1
Ab initio,5+,1
Rain,9-,1
FN 1,4,1
FN 2,5-,1
Meșterică,,1
★★ Fear of The Dark,{FR} 7c,1
★ Broken Dreams Left,{FR} 7a,1
★★ Fear,{FR} 6b,1
Stonecrop,6+/7-,1
Sticla,FR:5a,1
Ba Laura,9-,1
To the peak,4,1
Colțul Prăpădit,3,1
Muchia Padinei Crucii,MIXED:M2,1
★★ Ultimate survivor,{FB} 6B+,1
★★ Pinchu,{FB} 7A,1
★★★ Crack,{FB} 6A+,1
Slab,4A,1
★ Aderenta,5C,1
★★ Pandemoniu,{FB} 7A/A+,1
★ Ulei,{FB} 6C,1
★★ LID (Lure Ice and Dry),WI3+ M4,1
★★★ Evlavie,{FB} 7C/C+,1
★★ Compresionant,{FR} 6B,1
★★★ Zellsis,{FB} 6C/C+,1
★ Depicție graduală,{FB} 6A,1
★★ Arahnidă,{FR} 6B+/C,1
★★ Charcoal sit,{FB} 7B/B+,1
★★★ Ladyboy,{FR} 6C/C+,1
Cu degetu-n vale,{FR} 5,1
★★★ Orez cu Cubulețe,{FR} 5+,1
★★ Hudă,{FB} 6A,1
★★ Totem,{FB} 7A/A+,1
★★ Tot ce vreau,{FB} 6C+,1
★ Chiaburesc,{FB} 6A/A+,1
Primul Mort,{FB} 6B,1
★★ În rândul patru,{FB} 6A,1
★★ Cerșetor,{FB} 7A/A+,1
Scar,6,1
Lucrare de meșter,9-,1
Teza,8,1
Brunicel,8,1
Nirvana,8/8+,1
Cadâr,8+,1
Teneș killer,8+,1
★★ Butter Chicken,{FB} 5B,1
★★ Firmament,{FB} 7B+/C,1
Choss,{FB} 5,1
★ Abus low,{FB} 5+,1
Rebus,6+/7-,1
Cimbrișor,6-,1
BI,9-,1
★ Cicoară,{FB} 6B+/C,1
★★ Moșu Cocoșu,6+/7-,1
Nicolas,6-,1
Super-Mario,{FR} 7a+/b,1
Gambit,{FR} 6a+,1
Butcher,{FR} 7b,1
Cosmic Cat,{FR} 7b+,1
Sarcofag,6+,1
Tom,6-,1
Jerry,6+,1
Nico,6-,1
Chubakka,6,1
Chupacabra,7-,1
Sofi,5+,1
Wonderland,6-,1
Autostrada,4-,1
Heidi,5+,1
Loli Pop,5-,1
Mau,4-,1
Iuda,8,1
Caramba,{FR} 7c,1
Student la marină,{FR} 5c+,1
★ La dracu,{FR} 6a,1
★★ Voinicu,{FR} 6b,1
★ Oliva,{FR} 6a+,1
★★ Vorax,{FR} 8c,1
Piscul Bâlii,1B,1
★ Obrazul Stâng Sit,,1
Mole,6B/B+,1
★ No Jump,,1
★★ Power to the people,,1
★ Mihaela,5,1
Doina,5+,1
Calea cea Dreaptă - Extension,FR:7b+,1
★★★ Gumari Forte,8,1
Rama,,1
Bootleg,,1
pe dreapta,,1
One move wonder,,1
Slab de tot,,1
Nici macar de incalzire,,1
Incalzirea,,1
Memorial Gigi Jinga,{FR} 6c,1
Vai de io,9+/10-,1
Vai de piele,9+/10-,1
Fruit Medley,{FB} 6A,1
Central,4,1
Fetelor,3,1
★★ T² 1978,9-,1
Clopoței de stâncă,4,1
Minerul,2+,1
Dinamo,5-,1
Kids 1,{FR} 5c,1
Kids 2,{FR} 6a,1
Gigione,7,1
★ #imipasa,{FR} 4c,1
★★ #faraviolenta,{FR} 6a+,1
★★ Hornul Șoimului (sport),{FR} 7a,1
Nepotu,,1
Karelia,,1
★ Calea către Victorie,,1
★★ Cyberpunk,{FR} 6a+,1
★★ Die Zeit,{FR} 7a,1
★★★ Roata Calului Bălan,{FB} 6B,1
★★ T1,{FB} 6A,1
★★★ La Neve,{FB} 6C,1
Traseul lui Vlad,{FB} 6A,1
★★ Rodica,{FB} 6B+,1
★★ Stab the Slab,{FB} 6A,1
★ Disneyland,{FB} 5+,1
★★★ Chirurgul,{FB} 6A,1
★★ No name 1,{FB} 5+,1
★ No name 2,{FB} 5+,1
★ No name 3,{FB} 4+,1
★★ No name 4,{FB} 5+,1
★★ No name 5,{FB} 5+,1
